confronto,competicao,horario_brt,casa,odd_1,odd_x,odd_2,justo_1,justo_x,justo_2,linha_total_gols,odd_total_gols_0,odd_total_gols_1,odd_total_gols_2,justo_total_gols_0,justo_total_gols_1,justo_total_gols_2,linha_total_gols_1t,odd_total_gols_1t_0,odd_total_gols_1t_1,odd_total_gols_1t_2,justo_total_gols_1t_0,justo_total_gols_1t_1,justo_total_gols_1t_2,linha_dupla_chance,odd_dupla_chance_0,odd_dupla_chance_1,odd_dupla_chance_2,justo_dupla_chance_0,justo_dupla_chance_1,justo_dupla_chance_2,linha_dnb,odd_dnb_0,odd_dnb_1,odd_dnb_2,justo_dnb_0,justo_dnb_1,justo_dnb_2,linha_btts,odd_btts_0,odd_btts_1,odd_btts_2,justo_btts_0,justo_btts_1,justo_btts_2
Lech Poznan - Piast Gliwice,Ekstraklasa,09/08 12:30,Betano,1.57,4.3,5.0,0.609,0.211,0.180,2.5,1.57,2.32,,0.603,0.397,,1.5,2.15,1.65,,0.430,0.570,,,1.19,1.21,2.45,0.443,0.431,0.126,,1.25,3.7,,0.765,0.235,,,1.65,2.12,,0.567,0.433,
Jagiellonia Bialystok - Widzew Lodz,Ekstraklasa,09/08 15:15,Betano,2.35,3.2,3.0,0.401,0.289,0.310,2.5,2.0,1.75,,0.464,0.536,,0.5,1.45,2.6,,0.653,0.347,,,1.42,1.33,1.6,0.341,0.379,0.280,,1.67,2.1,,0.561,0.439,,,1.75,1.98,,0.533,0.467,
LKS Lodz - Chrobry Glogow,I liga,09/08 09:30,Betano,1.7,3.65,4.6,0.557,0.249,0.194,2.5,1.87,1.83,,0.494,0.506,,0.5,1.4,2.7,,0.672,0.328,,,1.2,1.25,2.15,0.434,0.406,0.159,,1.29,3.3,,0.736,0.264,,,1.85,1.87,,0.503,0.497,
Termalica Bruk-Bet Nieciecza - Warta Poznan,I liga,09/08 12:15,Betano,1.8,3.55,4.15,0.526,0.257,0.217,2.5,1.75,1.98,,0.533,0.467,,1.5,2.57,1.45,,0.350,0.650,,,1.24,1.26,2.0,0.414,0.403,0.183,,1.35,2.95,,0.701,0.299,,,1.67,2.07,,0.558,0.442,
Avia Swidnik - Sandecja Nowy Sacz,II Liga,09/08 09:30,Betano,2.75,3.25,2.4,0.334,0.280,0.386,2.5,1.72,1.88,,0.525,0.475,,1.5,2.5,1.4,,0.343,0.657,,,1.55,1.29,1.42,0.284,0.386,0.330,,1.93,1.7,,0.465,0.535,,,1.57,2.1,,0.580,0.420,
GKS Tychy 71 - GKS Olimpia Grudziadz,II Liga,09/08 14:30,Betano,1.98,3.35,3.45,0.471,0.269,0.260,2.5,1.78,1.82,,0.506,0.494,,0.5,1.38,2.57,,0.668,0.332,,,1.26,1.28,1.78,0.395,0.385,0.220,,1.44,2.4,,0.639,0.361,,,1.67,1.95,,0.543,0.457,
MKS Chojniczanka Chojnice - Znicz Pruszkow,II Liga,09/08 12:00,Betano,2.37,3.4,2.67,0.390,0.265,0.344,2.5,1.78,1.83,,0.508,0.492,,1.5,2.57,1.39,,0.335,0.665,,,1.45,1.27,1.55,0.319,0.396,0.285,,1.7,1.91,,0.532,0.468,,,1.65,1.98,,0.551,0.449,
Zaglebie Sosnowiec - LKS Goczalkowice Zdroj,III Liga,09/08 12:00,Betano,2.02,3.35,3.2,0.456,0.265,0.279,2.5,1.8,1.8,,0.500,0.500,,0.5,1.37,2.52,,0.667,0.333,,,1.29,1.27,1.65,0.373,0.382,0.245,,1.5,2.27,,0.613,0.387,,,,,,,,
KKS 1925 Kalisz - Unia Swarzedz,III Liga,09/08 12:00,Betano,2.1,3.4,2.92,0.436,0.259,0.306,2.5,1.82,1.8,,0.497,0.503,,0.5,1.36,2.52,,0.669,0.331,,,1.33,1.26,1.6,0.354,0.387,0.258,,1.55,2.15,,0.590,0.410,,,,,,,,
Star Starachowice - KSZO Ostrowiec,III Liga,09/08 13:00,Betano,3.75,3.45,1.8,0.232,0.255,0.513,2.5,1.65,1.98,,0.551,0.449,,1.5,2.35,1.42,,0.361,0.639,,,1.82,1.25,1.22,0.204,0.390,0.406,,2.7,1.35,,0.315,0.685,,,,,,,,
Radunia Stezyca - Gryf Wejherowo,IV Liga,09/08 12:00,Betano,2.32,3.4,2.6,0.393,0.260,0.348,2.5,1.65,2.0,,0.553,0.447,,1.5,2.32,1.44,,0.368,0.632,,,1.4,1.27,1.5,0.326,0.384,0.290,,1.72,1.9,,0.528,0.472,,,,,,,,
Znicz Biala Piska - KS Polonia Paslek,IV Liga,09/08 09:00,Betano,1.21,5.9,9.0,0.779,0.138,0.083,3.5,1.75,1.85,,0.515,0.485,,1.5,1.83,1.7,,0.479,0.521,,,1.06,1.1,3.1,0.482,0.452,0.066,,1.07,5.8,,0.881,0.119,,,,,,,,
Slavia Praga - FK Pardubice,1. liga,09/08 10:00,Betano,1.24,5.6,10.25,0.770,0.154,0.076,3.5,2.22,1.67,,0.426,0.574,,1.5,2.22,1.65,,0.422,0.578,,,1.06,1.12,4.1,0.503,0.457,0.040,,1.07,7.2,,0.898,0.102,,,1.98,1.78,,0.472,0.528,
FC Hradec Kralove - FC Banik Ostrava,1. liga,09/08 12:00,Betano,2.25,3.2,3.1,0.416,0.287,0.297,2.5,1.91,1.9,,0.499,0.501,,0.5,1.44,2.72,,0.663,0.337,,,1.37,1.32,1.65,0.358,0.380,0.262,,1.62,2.2,,0.581,0.419,,,1.67,2.1,,0.561,0.439,
FK Jablonec - 1. FC Slovacko,1. liga,09/08 12:00,Betano,1.75,3.45,4.55,0.540,0.264,0.196,2.5,1.9,1.91,,0.501,0.499,,1.5,2.62,1.47,,0.351,0.649,,,1.21,1.28,2.07,0.432,0.395,0.173,,1.31,3.3,,0.730,0.270,,,1.78,1.98,,0.528,0.472,
SK Artis Brno - SK Sigma Olomouc,1. liga,09/08 15:00,Betano,4.35,3.55,1.75,0.205,0.256,0.540,2.5,1.78,2.05,,0.537,0.463,,1.5,2.65,1.47,,0.349,0.651,,,2.07,1.27,1.23,0.175,0.402,0.423,,3.15,1.33,,0.283,0.717,,,1.7,2.07,,0.553,0.447,
FK Varnsdorf - SK Benatky Nad Jizerou,3. liga,09/08 12:00,Betano,1.57,3.65,4.15,0.577,0.227,0.196,3.5,2.1,1.57,,0.420,0.580,,1.5,2.07,1.55,,0.419,0.581,,,1.18,1.21,2.07,0.428,0.411,0.161,,1.26,3.2,,0.741,0.259,,,,,,,,
SK Sokol Brozany - FK Caslav,3. liga,09/08 12:00,Betano,1.7,3.7,3.45,0.532,0.225,0.244,3.5,2.18,1.53,,0.403,0.597,,1.5,2.12,1.52,,0.407,0.593,,,1.24,1.21,1.88,0.396,0.412,0.193,,1.36,2.67,,0.680,0.320,,,,,,,,
SK Dynamo Ceske Budejovice - Admira Praha,3. liga,09/08 12:00,Betano,2.05,3.45,2.67,0.433,0.243,0.324,3.5,2.15,1.55,,0.410,0.590,,1.5,2.1,1.53,,0.411,0.589,,,1.36,1.24,1.6,0.342,0.399,0.259,,1.6,2.07,,0.571,0.429,,,,,,,,
Sokol Zapy - Neratovice Byskovice,3. liga,09/08 12:00,Betano,1.44,3.95,4.9,0.633,0.207,0.160,3.5,1.91,1.7,,0.468,0.532,,1.5,1.95,1.62,,0.448,0.552,,,1.13,1.18,2.35,0.454,0.422,0.124,,1.19,3.75,,0.787,0.213,,,,,,,,
MFK Kravare - Tj Valasske Mezirici,4. liga,09/08 11:30,Betano,2.67,3.45,1.98,0.319,0.238,0.444,3.5,1.78,1.83,,0.508,0.492,,1.5,1.85,1.7,,0.476,0.524,,,1.62,1.23,1.35,0.253,0.403,0.345,,2.12,1.57,,0.417,0.583,,,,,,,,
Kozlovice - Bzenec,4. liga,09/08 11:30,Betano,1.65,3.6,3.45,0.540,0.225,0.236,3.5,2.0,1.65,,0.447,0.553,,1.5,2.0,1.6,,0.438,0.563,,,1.22,1.21,1.91,0.404,0.410,0.186,,1.34,2.77,,0.693,0.307,,,,,,,,
TJ Sokol Lanzhot - Tatran Vsechovice,4. liga,09/08 11:30,Betano,2.2,3.45,2.37,0.396,0.238,0.365,2.5,1.52,2.2,,0.602,0.398,,1.5,2.15,1.5,,0.399,0.601,,,1.42,1.24,1.5,0.316,0.396,0.288,,1.75,1.87,,0.518,0.482,,,,,,,,
Zdirec nad Doubravou - Sokol Tasovice,4. liga,09/08 11:30,Betano,1.93,3.25,2.87,0.455,0.253,0.292,2.5,1.53,2.2,,0.600,0.400,,1.5,2.15,1.5,,0.399,0.601,,,1.31,1.25,1.65,0.363,0.392,0.245,,1.5,2.25,,0.611,0.389,,,,,,,,
FC Spartak Velka Bites - Tatran Bohunice,4. liga,09/08 11:30,Betano,2.05,3.1,2.77,0.427,0.268,0.305,2.5,1.65,2.0,,0.553,0.447,,1.5,2.32,1.44,,0.368,0.632,,,1.33,1.27,1.57,0.353,0.381,0.266,,1.57,2.12,,0.583,0.417,,,,,,,,
FK Dvur Kralove - FC Slavia Hradec Kralove,4. liga,09/08 12:00,Betano,2.15,3.35,2.47,0.406,0.246,0.348,3.5,2.07,1.6,,0.429,0.571,,1.5,2.07,1.55,,0.419,0.581,,,1.4,1.25,1.52,0.325,0.393,0.282,,1.7,1.93,,0.535,0.465,,,,,,,,
Tj Sokol Rozstani - Sedmihorky,Krajsky prebor,09/08 09:00,Betano,1.78,3.85,2.9,0.500,0.210,0.291,3.5,1.72,1.9,,0.528,0.472,,1.5,1.8,1.75,,0.492,0.508,,,1.3,1.19,1.78,0.365,0.423,0.212,,1.45,2.37,,0.634,0.366,,,,,,,,
FS Napajedla - Stitna nad Vlar,Krajsky prebor,09/08 10:00,Betano,2.02,3.55,2.55,0.435,0.230,0.336,3.5,1.93,1.7,,0.465,0.535,,1.5,1.95,1.62,,0.448,0.552,,,1.38,1.23,1.6,0.335,0.405,0.260,,1.62,2.02,,0.561,0.439,,,,,,,,
TJ Nova Ves - Kamenice Nad Lipou,Krajsky prebor,09/08 11:30,Betano,1.72,3.85,3.0,0.515,0.207,0.277,3.5,1.75,1.85,,0.515,0.485,,1.5,1.83,1.72,,0.483,0.517,,,1.28,1.19,1.82,0.374,0.422,0.203,,1.42,2.47,,0.650,0.350,,,,,,,,
Luka Nad Jihlavou - Slavoj Polna,Krajsky prebor,09/08 11:30,Betano,2.62,3.6,1.95,0.324,0.225,0.450,3.5,1.95,1.67,,0.457,0.543,,1.5,1.98,1.6,,0.440,0.560,,,1.62,1.22,1.36,0.252,0.408,0.340,,2.1,1.57,,0.420,0.580,,,,,,,,
FC Moravsky Krumlov - Banik Ratiskovice,Krajsky prebor,09/08 12:00,Betano,2.2,3.55,2.3,0.395,0.229,0.376,3.5,1.98,1.65,,0.449,0.551,,1.5,1.98,1.6,,0.440,0.560,,,1.45,1.22,1.5,0.305,0.407,0.288,,1.78,1.83,,0.508,0.492,,,,,,,,
SK Moravske Kninice - Bosonohy,Krajsky prebor,09/08 12:00,Betano,2.85,3.65,1.83,0.295,0.222,0.483,3.5,1.95,1.67,,0.457,0.543,,1.5,1.98,1.6,,0.440,0.560,,,1.72,1.21,1.31,0.226,0.412,0.361,,2.27,1.5,,0.387,0.613,,,,,,,,
Petrolul Ploiesti - FC Otelul Galati,Liga 1,09/08 12:30,Betano,2.72,3.05,2.6,0.341,0.302,0.357,2.5,2.3,1.62,,0.409,0.591,,0.5,1.53,2.45,,0.623,0.377,,,1.5,1.34,1.47,0.309,0.372,0.319,,1.91,1.83,,0.489,0.511,,,1.91,1.83,,0.489,0.511,
Universitatea Craiova - FC Arges Pitesti,Liga 1,09/08 15:30,Betano,1.6,3.6,5.5,0.591,0.251,0.157,2.5,2.15,1.7,,0.438,0.562,,0.5,1.5,2.57,,0.639,0.361,,,1.16,1.26,2.32,0.459,0.402,0.139,,1.23,3.95,,0.780,0.220,,,2.12,1.67,,0.436,0.564,
FC Chindia Targoviste - FC Metaloglobus Bucuresti,Liga 2,09/08 10:30,Betano,1.83,3.45,4.1,0.516,0.264,0.219,2.5,1.85,1.85,,0.500,0.500,,0.5,1.42,2.67,,0.665,0.335,,,1.24,1.28,1.95,0.414,0.394,0.192,,1.36,2.9,,0.695,0.305,,,1.75,1.95,,0.529,0.471,
CD Cacahuatique - CD Fuerte San Francisco,Primeira Divisão,09/08 18:00,Betano,2.0,3.3,3.45,0.466,0.273,0.261,2.5,2.0,1.65,,0.447,0.553,,0.5,1.44,2.42,,0.641,0.359,,,1.26,1.28,1.78,0.395,0.385,0.220,,1.45,2.4,,0.636,0.364,,,1.83,1.78,,0.492,0.508,
CD FAS - Atletico Balboa,Primeira Divisão,09/08 20:30,Betano,1.39,4.35,7.0,0.681,0.202,0.117,2.5,1.75,1.85,,0.515,0.485,,1.5,2.55,1.39,,0.336,0.664,,,1.1,1.18,2.87,0.483,0.430,0.086,,1.13,4.5,,0.831,0.169,,,2.02,1.62,,0.439,0.561,
FK Vojvodina Novi Sad - FK Radnik Surdulica,SuperLiga,09/08 15:00,Betano,1.31,4.6,8.5,0.721,0.188,0.091,2.5,1.67,2.07,,0.558,0.442,,1.5,2.5,1.47,,0.360,0.640,,,1.07,1.16,3.4,0.502,0.438,0.060,,1.1,6.0,,0.871,0.129,,,2.05,1.7,,0.450,0.550,
FK Macva Sabac - IMT Novi Beograd,SuperLiga,09/08 15:00,Betano,3.85,3.25,1.88,0.229,0.276,0.495,2.5,2.05,1.7,,0.450,0.550,,0.5,1.47,2.5,,0.640,0.360,,,1.88,1.29,1.25,0.204,0.388,0.408,,2.77,1.39,,0.321,0.679,,,1.88,1.82,,0.491,0.509,
OFK Beograd - Zeleznicar Pancevo,SuperLiga,09/08 16:00,Betano,2.32,3.3,2.72,0.396,0.271,0.334,2.5,1.7,2.05,,0.550,0.450,,1.5,2.5,1.47,,0.360,0.640,,,1.44,1.29,1.57,0.327,0.391,0.283,,1.72,2.0,,0.541,0.459,,,1.55,2.3,,0.605,0.395,
FK Mladost Lucani - FK Cukaricki,SuperLiga,09/08 16:00,Betano,2.5,2.72,3.0,0.366,0.334,0.301,2.5,2.07,1.67,,0.442,0.558,,0.5,1.52,2.37,,0.618,0.382,,,1.38,1.39,1.52,0.352,0.348,0.300,,1.7,2.02,,0.547,0.453,,,1.72,2.0,,0.541,0.459,
FK Graficar Beograd - FK Smederevo,Prva Liga,09/08 12:30,Betano,2.05,2.95,3.5,0.447,0.302,0.251,2.5,2.22,1.52,,0.396,0.604,,0.5,1.5,2.15,,0.601,0.399,,,1.25,1.32,1.62,0.391,0.357,0.252,,1.45,2.37,,0.634,0.366,,,,,,,,
TSC Backa Topola - Javor Ivanjica,Prva Liga,09/08 15:00,Betano,1.83,3.5,3.6,0.505,0.251,0.244,2.5,1.85,1.75,,0.485,0.515,,0.5,1.38,2.47,,0.660,0.340,,,1.24,1.25,1.78,0.396,0.391,0.213,,1.38,2.6,,0.670,0.330,,,,,,,,
Hammarby IF - BK Hacken,Allsvenskan,09/08 09:00,Betano,1.55,4.45,5.0,0.617,0.204,0.179,3.5,1.87,1.88,,0.501,0.499,,1.5,2.0,1.75,,0.464,0.536,,,1.19,1.2,2.5,0.442,0.436,0.121,,1.24,3.75,,0.770,0.230,,,1.42,2.65,,0.663,0.337,
Malmo FF - Degerfors IF,Allsvenskan,09/08 09:00,Betano,1.5,4.1,6.4,0.639,0.223,0.137,2.5,1.67,2.12,,0.564,0.436,,1.5,2.47,1.5,,0.369,0.631,,,1.13,1.22,2.67,0.476,0.420,0.105,,1.17,4.6,,0.819,0.181,,,1.75,1.98,,0.533,0.467,
Halmstads BK - GAIS Göteborg,Allsvenskan,09/08 11:30,Betano,4.9,3.75,1.67,0.184,0.245,0.572,2.5,1.82,1.93,,0.516,0.484,,1.5,2.67,1.44,,0.340,0.660,,,2.25,1.26,1.2,0.150,0.408,0.441,,3.5,1.27,,0.249,0.751,,,1.78,1.93,,0.522,0.478,
IFK Goteborg - Kalmar FF,Allsvenskan,09/08 11:30,Betano,2.4,3.35,2.65,0.385,0.269,0.346,2.5,1.7,2.07,,0.553,0.447,,1.5,2.55,1.47,,0.356,0.644,,,1.47,1.3,1.57,0.321,0.392,0.287,,1.78,1.95,,0.524,0.476,,,1.55,2.3,,0.605,0.395,
Varbergs BOIS FC - Sandvikens IF,Superettan,09/08 10:00,Betano,1.87,3.7,3.65,0.505,0.246,0.249,2.5,1.57,2.25,,0.596,0.404,,1.5,2.35,1.53,,0.386,0.614,,,1.28,1.25,1.93,0.394,0.410,0.196,,1.42,2.67,,0.665,0.335,,,1.55,2.32,,0.607,0.393,
Hammarby TFF - FBK Karlstad,Ettan,09/08 11:00,Betano,1.39,4.85,6.1,0.682,0.180,0.138,3.5,1.95,1.67,,0.457,0.543,,1.5,2.02,1.62,,0.439,0.561,,,1.11,1.15,2.9,0.472,0.445,0.083,,1.15,4.15,,0.814,0.186,,,1.6,2.07,,0.571,0.429,
Arlanda - Pitea IF,Ettan,09/08 12:00,Betano,1.42,4.55,5.9,0.665,0.192,0.143,3.5,2.18,1.53,,0.403,0.597,,1.5,2.18,1.53,,0.403,0.597,,,1.12,1.17,2.75,0.469,0.437,0.094,,1.16,4.0,,0.806,0.194,,,1.67,1.95,,0.543,0.457,
Jonkopings Sodra - BK Olympic,Ettan,09/08 11:00,Betano,1.75,3.85,3.9,0.538,0.233,0.229,2.5,1.6,2.07,,0.571,0.429,,1.5,2.32,1.47,,0.375,0.625,,,1.22,1.22,2.05,0.415,0.415,0.169,,1.33,2.8,,0.697,0.303,,,1.6,2.07,,0.571,0.429,
Assyriska FF - Sollentuna United FF,Ettan,09/08 13:00,Betano,2.27,3.45,2.8,0.410,0.262,0.328,2.5,1.62,2.02,,0.561,0.439,,1.5,2.37,1.45,,0.366,0.634,,,1.37,1.27,1.6,0.345,0.390,0.265,,1.65,2.0,,0.553,0.447,,,1.53,2.2,,0.600,0.400,
IFK Trelleborg - Vaxjo Norra,2.ª divisão,09/08 10:00,Betano,2.05,3.45,3.2,0.455,0.261,0.284,2.5,1.57,2.12,,0.583,0.417,,1.5,2.27,1.5,,0.387,0.613,,,1.3,1.26,1.75,0.376,0.396,0.227,,1.5,2.27,,0.613,0.387,,,1.5,2.27,,0.613,0.387,
Dalstorps IF - IK Kongahalla,2.ª divisão,09/08 09:00,Betano,1.5,4.25,5.4,0.631,0.209,0.160,3.5,2.15,1.55,,0.410,0.590,,1.5,2.15,1.55,,0.410,0.590,,,1.14,1.19,2.52,0.459,0.428,0.113,,1.19,3.7,,0.785,0.215,,,1.6,2.07,,0.571,0.429,
Motala AIK FK - Husqvarna FF,2.ª divisão,09/08 09:00,Betano,3.75,3.55,1.85,0.239,0.254,0.507,2.5,1.55,2.15,,0.590,0.410,,1.5,2.27,1.5,,0.387,0.613,,,1.91,1.25,1.23,0.192,0.398,0.409,,2.62,1.37,,0.326,0.674,,,1.5,2.25,,0.611,0.389,
Lindo FF - Fittja IF,2.ª divisão,09/08 10:00,Betano,2.1,3.6,3.0,0.445,0.250,0.305,3.5,2.1,1.57,,0.420,0.580,,1.5,2.12,1.57,,0.417,0.583,,,1.33,1.25,1.7,0.361,0.400,0.238,,1.55,2.15,,0.590,0.410,,,1.42,2.47,,0.650,0.350,
Helges IF - Bollstanas SK,2.ª divisão,09/08 11:00,Betano,3.9,4.1,1.7,0.229,0.217,0.554,3.5,1.78,1.83,,0.508,0.492,,1.5,1.88,1.72,,0.475,0.525,,,2.1,1.21,1.22,0.163,0.422,0.416,,2.82,1.32,,0.299,0.701,,,1.35,2.72,,0.687,0.313,
FC Lugano - FC Zurich,Super Liga,09/08 09:00,Betano,1.47,4.5,6.0,0.652,0.201,0.147,3.5,2.3,1.57,,0.399,0.601,,1.5,2.27,1.6,,0.408,0.592,,,1.15,1.19,2.75,0.463,0.438,0.099,,1.18,4.4,,0.810,0.190,,,1.67,2.07,,0.558,0.442,
Basel - FC Thun,Super Liga,09/08 11:30,Betano,1.83,4.0,3.65,0.520,0.228,0.252,3.5,2.05,1.72,,0.453,0.547,,1.5,2.12,1.67,,0.436,0.564,,,1.3,1.23,2.0,0.389,0.425,0.187,,1.42,2.75,,0.670,0.330,,,1.42,2.65,,0.663,0.337,
FC St. Gallen - Luzern,Super Liga,09/08 11:30,Betano,1.87,3.85,3.65,0.509,0.239,0.253,3.5,1.95,1.8,,0.479,0.521,,1.5,2.05,1.72,,0.453,0.547,,,1.3,1.25,1.95,0.389,0.415,0.196,,1.42,2.7,,0.667,0.333,,,1.37,2.85,,0.690,0.310,
FC Sion - FC Vaduz,Super Liga,09/08 11:30,Betano,1.39,4.9,6.8,0.690,0.183,0.127,3.5,2.12,1.67,,0.436,0.564,,1.5,2.15,1.65,,0.430,0.570,,,1.12,1.17,3.05,0.477,0.444,0.079,,1.15,5.0,,0.835,0.165,,,1.67,2.07,,0.558,0.442,
FC Biel/Bienne 1896 - SC YF Juventus Zürich,Promotion League,09/08 10:00,Betano,1.62,4.1,4.3,0.580,0.215,0.204,3.5,2.12,1.57,,0.417,0.583,,1.5,2.12,1.57,,0.417,0.583,,,1.19,1.2,2.2,0.429,0.424,0.147,,1.28,3.05,,0.727,0.273,,,1.52,2.22,,0.604,0.396,
Amical Saint-Prex - AC Bellinzona,Promotion League,09/08 10:00,Betano,3.5,4.0,1.8,0.257,0.222,0.521,3.5,2.12,1.57,,0.417,0.583,,1.5,2.12,1.57,,0.417,0.583,,,1.95,1.21,1.26,0.186,0.421,0.394,,2.57,1.39,,0.335,0.665,,,1.47,2.32,,0.625,0.375,
FC Gossau - FC Freienbach,1. Liga Classic,09/08 09:00,Betano,3.5,3.85,1.78,0.252,0.227,0.521,3.5,2.15,1.55,,0.410,0.590,,1.5,2.12,1.52,,0.407,0.593,,,1.85,1.22,1.24,0.198,0.406,0.395,,2.6,1.38,,0.330,0.670,,,,,,,,
FC Courtetelle - FC Wohlen,1. Liga Classic,09/08 09:30,Betano,2.1,3.4,2.95,0.437,0.260,0.303,2.5,1.67,1.95,,0.543,0.457,,1.5,2.35,1.42,,0.361,0.639,,,1.32,1.26,1.6,0.357,0.386,0.257,,1.55,2.15,,0.590,0.410,,,,,,,,
FC Munsingen - FC Concordia Basel,1. Liga Classic,09/08 09:30,Betano,2.3,3.45,2.6,0.397,0.256,0.348,3.5,2.2,1.52,,0.398,0.602,,1.5,2.15,1.5,,0.399,0.601,,,1.4,1.26,1.5,0.325,0.387,0.289,,1.7,1.91,,0.532,0.468,,,,,,,,
AS Sariyer - Muglaspor,TFF 1. Lig,09/08 13:00,Betano,1.85,3.15,4.5,0.510,0.291,0.198,2.5,1.87,1.83,,0.494,0.506,,0.5,1.44,2.57,,0.653,0.347,,,1.21,1.32,1.93,0.431,0.374,0.195,,1.33,3.05,,0.712,0.288,,,1.7,2.02,,0.547,0.453,
Igdir Belediyespor - Fatih Karagumruk SK,TFF 1. Lig,09/08 13:00,Betano,2.42,3.25,2.77,0.385,0.281,0.334,2.5,1.87,1.83,,0.494,0.506,,0.5,1.42,2.67,,0.665,0.335,,,1.44,1.31,1.57,0.330,0.385,0.286,,1.72,2.0,,0.541,0.459,,,1.67,2.07,,0.558,0.442,
Belediye Vanspor - Kayserispor,TFF 1. Lig,09/08 15:30,Betano,3.1,3.25,2.22,0.296,0.282,0.422,2.5,1.85,1.87,,0.503,0.497,,0.5,1.42,2.67,,0.665,0.335,,,1.65,1.3,1.37,0.260,0.386,0.354,,2.2,1.6,,0.415,0.585,,,1.67,2.07,,0.558,0.442,
Bodrumspor - Bursaspor,TFF 1. Lig,09/08 15:30,Betano,4.0,3.7,1.78,0.225,0.245,0.530,2.5,1.78,1.93,,0.522,0.478,,1.5,2.62,1.44,,0.344,0.656,,,2.02,1.25,1.25,0.181,0.410,0.410,,2.92,1.36,,0.304,0.696,,,1.72,2.0,,0.541,0.459,
Epicentr Dunaivtsi - FC Shakhtar Donetsk,Premier Liga,09/08 09:30,Betano,7.2,4.45,1.38,0.115,0.198,0.688,2.5,1.62,2.02,,0.561,0.439,,1.5,2.35,1.47,,0.373,0.627,,,2.95,1.17,1.09,0.081,0.433,0.487,,4.6,1.12,,0.162,0.838,,,1.87,1.75,,0.482,0.518,
Veres Rivne - Dínamo Kiev,Premier Liga,09/08 12:00,Betano,8.0,4.6,1.34,0.101,0.191,0.709,2.5,1.72,1.88,,0.525,0.475,,1.5,2.5,1.4,,0.343,0.657,,,3.2,1.16,1.08,0.068,0.438,0.494,,5.0,1.1,,0.145,0.855,,,2.1,1.57,,0.420,0.580,
FSK Mariupol - SC Poltava,Persha Liga,09/08 10:00,Betano,2.95,3.25,2.15,0.303,0.272,0.425,2.5,2.0,1.65,,0.447,0.553,,0.5,1.42,2.37,,0.641,0.359,,,1.57,1.28,1.32,0.266,0.376,0.358,,2.12,1.57,,0.417,0.583,,,,,,,,
Danubio FC - CA Cerro,Liga AUF Uruguaya,09/08 11:00,Betano,2.0,3.0,3.75,0.463,0.301,0.236,1.5,1.5,2.45,,0.629,0.371,,0.5,1.6,2.27,,0.592,0.408,,,1.27,1.35,1.8,0.406,0.368,0.227,,1.44,2.67,,0.660,0.340,,,2.12,1.65,,0.433,0.567,
Defensor Sporting - Montevideo Wanderers,Liga AUF Uruguaya,09/08 15:00,Betano,2.2,3.1,3.1,0.419,0.290,0.290,2.5,2.07,1.7,,0.447,0.553,,0.5,1.5,2.5,,0.633,0.367,,,1.36,1.34,1.67,0.366,0.374,0.260,,1.6,2.27,,0.592,0.408,,,1.83,1.88,,0.507,0.493,
Nacional Montevideo - CA Boston River,Liga AUF Uruguaya,09/08 18:30,Betano,1.52,3.85,5.5,0.618,0.229,0.153,2.5,1.87,1.87,,0.500,0.500,,0.5,1.42,2.77,,0.672,0.328,,,1.15,1.23,2.52,0.465,0.417,0.118,,1.21,4.15,,0.793,0.207,,,1.95,1.75,,0.471,0.529,
River Plate Montevideo - Huracan FC,Segunda División,09/08 10:00,Betano,2.45,3.2,2.7,0.377,0.283,0.340,2.5,2.05,1.62,,0.435,0.565,,0.5,1.45,2.37,,0.634,0.366,,,1.44,1.3,1.52,0.323,0.382,0.295,,1.72,1.88,,0.525,0.475,,,1.82,1.78,,0.494,0.506,
Miramar Misiones - Tacuarembo FC,Segunda División,09/08 13:00,Betano,2.57,2.87,2.85,0.359,0.319,0.322,1.5,1.5,2.27,,0.613,0.387,,0.5,1.57,2.12,,0.583,0.417,,,1.36,1.35,1.47,0.346,0.350,0.304,,1.72,1.9,,0.528,0.472,,,2.0,1.65,,0.447,0.553,
Club Oriental - Atenas San Carlos,Segunda División,09/08 16:00,Betano,2.52,3.25,2.6,0.366,0.279,0.354,2.5,2.05,1.62,,0.435,0.565,,0.5,1.45,2.4,,0.636,0.364,,,1.47,1.29,1.5,0.312,0.387,0.301,,1.78,1.83,,0.508,0.492,,,1.83,1.78,,0.492,0.508,
CA Lito - Institucion Atletica Sud America,Primera División Amateur,09/08 10:00,Betano,2.25,3.15,2.87,0.406,0.282,0.312,2.5,2.15,1.55,,0.410,0.590,,0.5,1.47,2.22,,0.615,0.385,,,1.34,1.3,1.52,0.350,0.368,0.282,,1.62,2.05,,0.565,0.435,,,,,,,,
Huracan Buceo - CA Terremoto Buceo,Primera División Amateur,09/08 10:00,Betano,3.55,3.3,1.9,0.247,0.268,0.485,2.5,2.05,1.62,,0.435,0.565,,0.5,1.42,2.35,,0.639,0.361,,,1.72,1.27,1.24,0.226,0.380,0.395,,2.52,1.4,,0.341,0.659,,,,,,,,
Kattaqorgon - FC Jayhun,Pro Liga,09/08 11:30,Betano,1.65,3.6,4.5,0.565,0.245,0.191,2.5,1.57,2.12,,0.583,0.417,,1.5,2.22,1.47,,0.385,0.615,,,1.17,1.23,2.0,0.432,0.398,0.170,,1.26,3.15,,0.738,0.262,,,,,,,,
